drugA,drugB,meddra,N,type
21601423,21603908,36516815,13,negativo
21603967,21603980,36315272,24,negativo
21602338,21603925,35104306,13,negativo
21602338,21603896,36211758,14,negativo
21601423,21603718,36718338,10,negativo
21603748,21603929,35708202,21,negativo
21602338,21603140,36110888,11,negativo
21604051,21603641,36009762,10,negativo
21604559,21604562,36211496,12,negativo
21602256,21603911,35809112,16,negativo
21601390,21603800,36718132,25,negativo
21602735,21604348,36516959,13,negativo
21600816,21604434,35205038,11,negativo
21600096,21600493,37622499,14,negativo
21601423,21601435,35104812,10,negativo
21602485,21603009,35909449,13,negativo
21600575,21603911,35708154,13,negativo
21603968,21604344,35809054,12,negativo
21603082,21603929,36718132,11,negativo
21602735,21603140,37522220,10,negativo
21600083,21603497,35809076,13,negativo
21604422,21604431,36718179,18,negativo
21604393,21604436,35104236,14,negativo
21603929,21603618,36110642,12,negativo
21604422,21604566,36718220,16,negativo
21602096,21603929,35104199,10,negativo
21600718,21600732,35808976,10,negativo
21601003,21600448,35808853,16,negativo
21601431,21603787,35809207,17,negativo
21604566,21604714,35205305,12,negativo
21600575,21603356,35708093,11,negativo
21600535,21600575,36313176,10,negativo
21601390,21603925,37019321,16,negativo
21603968,21603980,35909443,15,negativo
21601390,21601432,36313605,10,negativo
21602735,21603911,36315380,25,negativo
21601392,21603895,36110642,10,negativo
21601423,21601428,35104161,11,negativo
21602338,21603925,37622518,10,negativo
21601432,21601435,35809327,22,negativo
21602256,21602735,35708208,91,negativo
21600096,21603911,35708208,25,negativo
21602256,21603911,35708216,14,negativo
21601390,21601419,35205230,18,negativo
21602732,21602896,35809054,12,negativo
21600096,21603909,35708093,13,negativo
21603967,21604711,35204966,14,negativo
21602978,21603967,36919046,12,negativo
21601435,21603718,36110591,15,negativo
21602737,21603929,35104074,35,negativo
21602256,21603968,35809243,12,negativo
21602730,21601390,36110736,11,negativo
21603925,21604131,35104877,10,negativo
21603730,21603761,35104877,11,negativo
21601670,21604562,35205351,10,negativo
21603356,21603362,37220008,18,negativo
21603929,21603968,35506459,27,negativo
21602732,21602735,36110887,10,negativo
21603916,21603925,42890355,22,negativo
21600096,21603312,35809243,13,negativo
21600493,21603927,36315575,10,negativo
21602737,21601390,36110591,10,negativo
21600493,21600503,35104074,10,negativo
21602732,21603896,35707920,11,negativo
21600493,21601518,37080784,14,negativo
21600575,21604436,36110630,10,negativo
21602730,21601429,35104877,35,negativo
21603905,21603921,36009738,30,negativo
21602735,21603800,36416595,11,negativo
21604544,21604556,35708208,10,negativo
21602730,21603800,37622529,11,negativo
21601129,21604051,36718530,13,negativo
21604131,21604272,36416595,11,negativo
21600663,21603968,36009833,15,negativo
21603288,21603514,35708154,10,negativo
21604711,21604714,35809077,10,negativo
21601390,21601394,35809207,18,negativo
21602096,21604344,35708154,10,negativo
21603009,21603607,35104877,43,negativo
21604415,21604712,35204970,11,negativo
21602735,21601423,36313240,13,negativo
21603080,21605269,35104877,18,negativo
21604422,21604544,36718368,10,negativo
21601390,21603929,35205025,12,negativo
21600493,21601390,37622449,29,negativo
21600449,21602653,35104074,13,negativo
21603732,21604260,35104877,15,negativo
21602085,21601390,36009894,17,negativo
21604417,21604425,35809327,15,negativo
21603911,21603929,35708628,31,negativo
21604516,21604571,35809054,11,negativo
21603160,21603163,35809330,24,negativo
21603909,21603929,36110649,57,negativo
21604344,21604348,36919059,21,negativo
21600575,21603392,37219907,32,negativo
21602820,21604571,43053854,21,negativo
21604544,21604711,36211496,40,negativo
21604399,21604440,43053854,24,negativo
21600965,21601684,36919236,10,negativo
21602978,21603312,35909443,13,negativo
21602737,21603082,36718379,14,negativo
21603909,21603929,35809076,12,negativo
21601390,21601423,36717962,11,negativo
21601390,21603800,35104113,14,negativo
21601390,21601399,35104691,20,negativo
21603967,21603980,42889647,193,negativo
21604544,21604559,36919235,20,negativo
21601399,21603924,36110642,18,negativo
21604344,21604348,36416568,10,negativo
21601423,21603718,37019321,18,negativo
21602256,21603917,36313153,24,negativo
21603160,21603164,35809059,21,negativo
21601423,21601428,36313573,14,negativo
21602338,21603925,35708642,33,negativo
21600083,21600604,35104691,11,negativo
21602732,21603929,35104304,11,negativo
21600083,21603497,35205025,13,negativo
21604344,21604348,37220014,30,negativo
21604741,21603448,36718362,10,negativo
21604415,21604571,43053854,22,negativo
21603080,21603607,35104877,13,negativo
21601423,21603925,35205240,18,negativo
21601161,21603448,36110715,11,negativo
21603905,21603917,35205025,49,negativo
21600664,21602256,36211465,38,negativo
21602338,21603925,35204985,12,negativo
21600493,21604344,35809130,10,negativo
21603140,21603925,35809327,14,negativo
21601390,21603718,36110974,18,negativo
21602102,21603718,37622529,13,negativo
21603370,21603525,37320212,10,negativo
21600493,21601518,35708202,13,negativo
21602102,21603718,36110630,23,negativo
21603921,21603968,36313153,20,negativo
21601423,21603800,35909624,58,negativo
21603160,21603164,35104306,10,negativo
21602732,21603895,37522220,14,negativo
21604399,21604566,35204966,14,negativo
21601423,21601435,35809243,30,negativo
21600493,21605129,36110597,11,negativo
21603166,21603173,42889636,16,negativo
21603967,21603980,35809076,123,negativo
21604260,21604571,36110649,10,negativo
21601423,21603929,37219826,29,negativo
21600493,21603980,35708156,10,negativo
21602256,21601423,36211465,26,negativo
21601423,21604344,35809131,10,negativo
21602820,21604402,35204948,10,negativo
21601431,21603925,36110874,43,negativo
21602730,21603607,35104877,11,negativo
21603927,21603607,35809327,10,negativo
21601431,21603851,36313605,10,negativo
21600484,21600493,36718500,13,negativo
21604434,21604655,35204948,13,negativo
21603924,21603929,35708093,32,negativo
21601390,21603718,36313240,22,negativo
21602730,21604434,35708093,10,negativo
21603967,21603980,36919118,37,negativo
21604344,21604348,36617295,15,negativo
21600449,21602653,43053888,11,negativo
21600663,21603905,35708202,48,negativo
21603980,21603448,36718321,13,negativo
21601423,21601431,42889498,18,negativo
21600096,21604714,35809243,15,negativo
21601399,21601431,35707864,10,negativo
21604344,21604348,35204924,10,negativo
21601419,21603718,35104691,11,negativo
21601518,21601700,35809327,11,negativo
21602735,21603929,36718530,20,negativo
21604529,21604562,36918912,13,negativo
21600100,21601423,36416637,14,negativo
21604260,21603404,36919127,15,negativo
21603911,21603929,35809323,26,negativo
21600448,21602648,35204970,21,negativo
21603967,21604348,36211303,15,negativo
21602485,21603356,35708156,18,negativo
21600098,21604571,36416563,10,negativo
21603896,21603925,37622529,67,negativo
21601390,21601435,35104304,17,negativo
21604529,21604757,36918942,12,negativo
21602102,21601423,36313550,11,negativo
21601423,21603929,36211464,30,negativo
21603967,21604376,35809314,10,negativo
21603896,21603924,35708093,28,negativo
21603898,21603912,35809327,15,negativo
21603718,21603748,36211179,10,negativo
21600718,21600732,35809296,26,negativo
21602735,21603921,35708202,49,negativo
21602732,21603080,36313476,10,negativo
21600664,21603911,35708202,34,negativo
21601392,21601431,36110642,16,negativo
21600965,21601003,35205185,31,negativo
21602338,21603925,36316186,56,negativo
21603356,21603497,35708093,26,negativo
21603718,21603732,35708100,12,negativo
21601435,21603718,42890355,21,negativo
21604193,21603549,36314117,10,negativo
21602732,21603080,36009891,13,negativo
21603967,21603312,36416501,15,negativo
21600493,21601423,35104074,20,negativo
21604544,21604714,36919231,11,negativo
21600096,21601423,35104304,11,negativo
21602256,21604559,36211496,10,negativo
21601200,21604272,35809310,10,negativo
21602102,21601423,35809243,13,negativo
21600493,21603009,35708093,13,negativo
21600658,21603285,35809327,35,negativo
21601423,21603921,36009833,56,negativo
21604230,21604272,35809327,10,negativo
21600098,21604436,35708208,10,negativo
21600604,21603448,37622449,11,negativo
21602735,21603929,37019321,12,negativo
21602732,21601431,36416501,15,negativo
21603356,21603514,36315381,19,negativo
21604432,21604677,35205345,10,negativo
21602338,21603897,36009901,14,negativo
21601423,21603929,36211383,31,negativo
21602732,21603925,42890355,45,negativo
21604543,21604556,36918942,10,negativo
21600096,21600493,36313240,16,negativo
21600395,21601789,35305560,13,negativo
21600135,21602485,35708156,16,negativo
21603929,21603968,36313153,23,negativo
21602256,21603927,35809076,36,negativo
21604393,21604399,35809327,48,negativo
21604543,21603448,36774644,10,negativo
21602734,21603925,36110888,37,negativo
21601534,21604433,35809243,11,negativo
21603917,21603968,36416534,30,negativo
21600663,21603968,35809146,17,negativo
21604559,21603448,36918984,15,negativo
21602730,21602734,35205038,14,negativo
21600096,21602732,36516812,10,negativo
21600096,21603356,35809327,13,negativo
21602735,21603929,35808976,15,negativo
21602732,21603732,35104883,10,negativo
21600816,21602735,36110933,10,negativo
21603896,21604344,35809054,11,negativo
21603980,21604344,35809077,18,negativo
21600965,21602648,36110540,26,negativo
21604348,21603448,36918858,14,negativo
21602734,21603924,35809327,28,negativo
21602730,21601435,36313240,14,negativo
21601435,21603800,36313524,35,negativo
21603908,21603929,43053882,92,negativo
21602256,21603908,43053848,19,negativo
21604344,21603448,36918984,22,negativo
21601435,21603929,36516812,11,negativo
21602735,21603909,35809130,14,negativo
21602338,21603925,35506690,13,negativo
21602338,21603896,36110874,98,negativo
21602735,21603312,36009700,38,negativo
21600135,21602485,36919046,17,negativo
21602735,21602737,36110630,12,negativo
21601423,21603800,35809054,67,negativo
21602485,21603448,35809243,24,negativo
21602735,21603312,37219871,16,negativo
21602737,21603312,37219907,12,negativo
21602338,21602735,35506628,10,negativo
21601435,21603718,35708038,35,negativo
21604417,21604422,36718530,29,negativo
21604425,21604574,35809327,28,negativo
21602256,21603929,43053808,19,negativo
21600575,21603514,37522220,13,negativo
21602735,21603896,35205038,13,negativo
21602085,21601431,36110874,13,negativo
21603732,21603795,37219897,11,negativo
21600965,21601003,35808850,10,negativo
21604718,21604745,36311918,19,negativo
21601423,21601428,36110026,14,negativo
21603896,21603924,37019440,14,negativo
21602737,21601390,36416595,27,negativo
21602737,21602921,36416595,11,negativo
21601390,21603929,36516876,37,negativo
21603082,21603718,35104103,10,negativo
21601435,21603718,36110636,10,negativo
21604559,21604745,36718298,11,negativo
21602735,21603448,37622529,10,negativo
21603080,21601423,35104877,55,negativo
21600083,21601423,36313534,12,negativo
1588697,21605129,37522181,32,negativo
21602730,21601428,35104103,10,negativo
21601435,21605270,36110062,11,negativo
21604516,21604543,42889647,12,negativo
21603917,21603929,35708208,53,negativo
21601423,21603738,36110642,10,negativo
21602732,21604344,36313176,11,negativo
21600663,21603909,35809115,25,negativo
21600493,21604566,35809054,11,negativo
21600663,21603911,37320205,26,negativo
21602256,21603911,36211215,17,negativo
21601390,21601428,36009756,12,negativo
21600493,21603080,35809310,10,negativo
21600429,21603080,35809310,14,negativo
21601423,21601435,36009892,14,negativo
21600493,21600513,36718347,14,negativo
21602102,21602732,36313573,11,negativo
21600083,21603356,36009756,13,negativo
21603009,21603607,35809310,58,negativo
21602737,21603929,35205259,14,negativo
21601423,21603929,35808976,147,negativo
21603718,21603749,43053848,22,negativo
21601129,21603909,37622449,10,negativo
21602338,21603758,42890355,10,negativo
21600484,21603929,36718347,10,negativo
21601399,21603758,42889498,10,negativo
21602256,21603911,37320220,12,negativo
21601390,21601435,35104883,112,negativo
21600493,21602737,35809130,10,negativo
21602096,21604857,37219897,16,negativo
21601390,21603748,35104397,22,negativo
21601392,21604436,35104883,13,negativo
21604556,21604559,36315381,18,negativo
21603312,21603356,37320212,18,negativo
21603967,21603980,37219898,32,negativo
21602737,21604571,35204948,11,negativo
21601399,21603924,37019318,15,negativo
21604417,21604431,35809310,11,negativo
21604115,21604566,36516848,14,negativo
21602102,21603929,35707920,11,negativo
21601423,21603718,36718123,18,negativo
21601431,21603929,35809054,65,negativo
21601423,21601435,35204960,12,negativo
21604543,21604559,35607287,13,negativo
21604344,21604348,37320212,124,negativo
21603732,21603929,36110736,14,negativo
21603896,21603925,36110852,55,negativo
21602735,21603732,36313534,10,negativo
21602256,21604655,36718298,12,negativo
21604344,21604348,36918984,46,negativo
21601423,21601435,35809225,15,negativo
21603718,21603732,36416501,10,negativo
21603980,21603514,36718371,15,negativo
21602732,21603929,35104103,15,negativo
21601435,21603718,36110874,16,negativo
21601435,21603718,35104868,47,negativo
21603908,21603929,37420551,10,negativo
21604419,21604431,36776613,13,negativo
21603896,21603925,36110888,67,negativo
21604417,21604440,35809054,11,negativo
21602730,21601423,36516761,11,negativo
21601390,21603897,37522220,11,negativo
21601423,21603925,36110852,24,negativo
21601423,21603929,36718123,169,negativo
21602732,21603087,35104877,11,negativo
21601423,21603929,36718287,12,negativo
21604348,21603448,35707713,15,negativo
21600083,21600493,36315575,12,negativo
21602485,21603967,35708093,33,negativo
21601399,21603929,35205038,10,negativo
21604422,21604562,35809054,15,negativo
21601045,21605129,42889536,37,negativo
21604544,21604714,36718555,11,negativo
21602730,21605269,35809054,10,negativo
21601423,21603800,35104074,28,negativo
21603909,21603929,36516951,10,negativo
21604559,21604764,35506601,15,negativo
21604417,21604544,36919230,11,negativo
21603896,21603925,35809327,128,negativo
21601911,21604344,35809054,26,negativo
21604431,21604437,35809327,26,negativo
21600663,21603929,35809323,14,negativo
21601394,40253398,36313476,14,negativo
21602735,21601431,36110852,11,negativo
21602732,21601431,35809054,30,negativo
21601129,21601699,42889636,11,negativo
21604415,21604643,36416500,13,negativo
21600816,21602256,35708202,22,negativo
21603967,21603980,36918968,11,negativo
21600732,21604434,42890557,10,negativo
21601423,21603909,35809130,18,negativo
21600493,21603718,36313594,14,negativo
21603718,21603748,36416501,18,negativo
21603967,21603980,35104181,10,negativo
21601399,21603929,36110852,17,negativo
21603356,21603497,35708100,10,negativo
21601423,21603911,35708038,15,negativo
21602485,21603009,35909445,28,negativo
